,start_freq,end_freq,probability
0,1080.26419451499,1080.275808736992,0.704
1,1080.2409660709861,1080.2525802929881,0.603
2,1080.0086816309465,1080.0202958529485,0.847
3,1079.8809251889247,1079.8925394109267,0.731
4,1079.7996256349109,1079.8112398569128,0.939
5,1079.4860416408574,1079.4976558628593,0.962
6,1079.4744274188554,1079.4860416408574,0.949
7,1079.1840718688059,1079.1956860908078,0.617
8,1079.1492292027997,1079.160843424802,0.8
9,1078.5104469926907,1078.5220612146927,0.871
10,1078.405918994673,1078.4175332166749,0.666
11,1078.278162552651,1078.289776774653,0.964
12,1077.9297358925917,1077.9413501145937,0.539
13,1077.4419385685085,1077.4535527905105,0.607
14,1076.8844559124134,1076.8960701344154,0.571
15,1076.8728416904114,1076.8844559124134,0.56
16,1076.7334710263874,1076.7450852483894,0.586
17,1076.5592576963577,1076.5708719183597,0.991
18,1076.408272810332,1076.419887032334,0.554
19,1076.350201700322,1076.361815922324,0.514
20,1076.0946888162784,1076.1063030382804,0.983
21,1075.5488203821853,1075.5604346041873,0.88
22,1075.4210639401635,1075.4326781621655,0.513
23,1075.095865724108,1075.10747994611,0.54
24,1075.0029519480922,1075.0145661700942,0.669
25,1074.8635812840685,1074.8751955060704,0.66
26,1074.8171243960605,1074.8287386180625,0.577
27,1074.2364132959613,1074.2480275179632,0.609
28,1074.0970426319375,1074.1086568539395,0.706
29,1073.0633768737612,1073.0749910957632,0.577
30,1072.7033359916998,1072.7149502137017,0.766
31,1072.540736883672,1072.552351105674,0.701
32,1072.4710515516601,1072.4826657736621,0.517
33,1072.2619955556245,1072.2736097776265,0.525
34,1072.2503813336225,1072.2619955556245,0.512
35,1072.2387671116205,1072.2503813336225,0.571
36,1072.0529395595886,1072.0645537815906,0.516
37,1071.5419137915014,1071.5535280135034,0.641
38,1070.9960453574083,1071.0076595794103,0.523
39,1070.8682889153865,1070.8799031373885,0.553
40,1070.4037200353073,1070.4153342573093,0.74
41,1070.3688773693013,1070.3804915913033,0.565
42,1070.3224204812934,1070.3340347032954,0.72
43,1070.1830498172696,1070.1946640392716,0.562
44,1069.997222265238,1070.00883648724,0.518
45,1069.6487956051783,1069.6604098271803,0.524
46,1069.3003689451189,1069.3119831671208,0.724
47,1069.219069391105,1069.230683613107,0.549
48,1069.195840947101,1069.207455169103,0.559
49,1069.1377698370911,1069.149384059093,0.687
50,1069.0564702830773,1069.0680845050792,0.599
51,1068.9403280630574,1068.9519422850594,0.703
52,1068.8474142870416,1068.8590285090436,0.601
53,1068.638358291006,1068.649972513008,0.507
54,1068.3480027409564,1068.3596169629584,0.735
55,1068.057647190907,1068.0692614129089,0.603
56,1067.999576080897,1068.011190302899,0.945
57,1066.071615228568,1066.08322945057,0.617
58,1065.5141325724728,1065.5257467944748,0.652
59,1064.7708223643458,1064.7824365863478,0.581
60,1064.584994812314,1064.596609034316,0.504
61,1064.5385379243062,1064.5501521463082,0.523
62,1064.3294819282705,1064.3410961502725,0.581
63,1063.9578268242071,1063.969441046209,0.645
64,1063.6790854961596,1063.6906997181616,0.913
65,1063.5513290541378,1063.5629432761398,0.523
66,1063.2493592820863,1063.2609735040883,0.695
67,1063.1680597280724,1063.1796739500744,0.962
68,1063.0286890640486,1063.0403032860506,0.833
69,1062.645419737983,1062.657033959985,0.584
70,1062.5989628499751,1062.610577071977,0.753
71,1062.4944348519573,1062.5060490739593,0.586
72,1062.1692366359018,1062.1808508579038,0.611
73,1061.7743530878345,1061.7859673098365,0.983
74,1061.7627388658325,1061.7743530878345,0.866
75,1061.6582108678147,1061.6698250898166,0.663
76,1061.3794695397671,1061.391083761769,0.814
77,1061.0310428797077,1061.0426571017097,0.504
78,1060.9962002137017,1061.0078144357037,0.95
79,1060.9613575476958,1060.9729717696978,0.535
80,1060.6129308876364,1060.6245451096383,0.586
81,1060.5432455556245,1060.5548597776265,0.511
82,1059.7883211254955,1059.7999353474975,0.647
83,1059.7186357934836,1059.7302500154856,0.538
84,1059.474737131442,1059.486351353444,0.663
85,1059.3702091334242,1059.3818233554261,0.809
86,1059.3353664674182,1059.3469806894202,0.531
87,1059.2772953574083,1059.2889095794103,0.747
